lsoacode_2011,totalpop_2015
E01001729,2135
E01001730,2266
E01001731,2931
E01001732,1990
E01001733,1868
E01001734,1800
E01001735,1706
E01001736,1631
E01001737,1813
E01001738,1823
E01001739,2115
E01001740,1523
E01001741,1609
E01001742,1985
E01001744,2051
E01001745,2310
E01001746,1668
E01001747,2360
E01001748,2654
E01001749,1595
E01001750,2173
E01001751,1742
E01001752,2695
E01001753,1708
E01001754,3449
E01001755,1795
E01001756,2257
E01001757,1824
E01001758,2274
E01001759,1893
E01001760,1796
E01001761,1725
E01001762,1943
E01001763,2241
E01001764,2039
E01001765,1886
E01001767,1697
E01001768,1954
E01001769,1635
E01001770,1965
E01001772,1305
E01001773,2294
E01001774,2222
E01001775,1933
E01001776,1404
E01001777,2247
E01001779,2722
E01001780,1861
E01001781,1700
E01001782,2536
E01001783,1930
E01001784,2411
E01001785,1617
E01001786,2164
E01001787,1640
E01001788,1645
E01001789,1783
E01001790,1290
E01001791,1490
E01001792,2013
E01001793,1736
E01001794,2087
E01001795,1446
E01001796,1878
E01001798,1795
E01001799,1659
E01001800,1764
E01001801,1740
E01001802,1404
E01001803,2033
E01001804,1625
E01001805,1306
E01001806,1578
E01001807,2025
E01001808,2084
E01001809,2234
E01001811,1373
E01001812,1941
E01001813,1534
E01001814,1640
E01001815,1846
E01001816,1676
E01001819,1758
E01001820,1448
E01001821,1452
E01001822,1783
E01001823,1971
E01001824,1785
E01001825,1650
E01001826,1767
E01001827,2166
E01001828,2241
E01001829,1850
E01001830,2003
E01001831,1714
E01001832,1753
E01001833,2523
E01001834,1996
E01001835,1293
E01001836,2096
E01001837,1568
E01001838,1739
E01001839,2685
E01001840,1784
E01001841,1556
E01001842,1597
E01001843,1347
E01001844,2186
E01001845,1553
E01001846,1293
E01001847,1420
E01001848,1811
E01001849,2591
E01001850,1814
E01033698,1164
E01033699,1198
E01033700,2702
E01033701,2221
E01033702,1539
E01033703,1471
E01033704,2018
E01033705,1827
E01033706,1840
E01033707,1408
E01033708,1826
E01033709,1788
E01033710,1709
E01033711,2225
E01033712,1755
E01033713,1445
E01001851,1651
E01001852,1784
E01001853,1496
E01001854,1713
E01001855,1661
E01001856,1621
E01001857,1479
E01001858,1700
E01001859,2602
E01001860,1831
E01001861,1480
E01001862,1790
E01001863,1525
E01001864,1531
E01001865,1747
E01001866,1553
E01001867,1352
E01001868,1283
E01001869,1396
E01001870,1835
E01001871,1619
E01001872,1569
E01001873,1406
E01001874,2509
E01001875,1831
E01001876,1881
E01001877,1322
E01001878,1584
E01001879,1420
E01001880,1486
E01001881,1794
E01001882,1699
E01001883,1395
E01001884,1884
E01001885,1190
E01001886,1468
E01001887,1471
E01001888,1589
E01001889,1345
E01001890,1822
E01001891,2112
E01001892,1327
E01001893,1114
E01001894,1282
E01001895,1493
E01001896,1528
E01001897,1455
E01001898,1627
E01001899,1360
E01001900,1698
E01001901,1662
E01001902,1648
E01001903,1625
E01001904,1589
E01001905,1673
E01001906,1377
E01001907,1277
E01001908,1549
E01001909,1925
E01001910,1433
E01001911,1805
E01001912,1618
E01001913,1530
E01001914,1702
E01001915,1569
E01001916,1385
E01001917,1427
E01001918,1529
E01001919,1576
E01001920,1467
E01001921,1572
E01001922,1603
E01001923,1557
E01001924,1735
E01001925,1695
E01001926,1427
E01001927,1473
E01001928,1614
E01001929,1338
E01001930,1851
E01001931,1307
E01001932,1570
E01001933,1292
E01001934,1686
E01001935,2047
E01001937,1866
E01001938,1579
E01001939,2554
E01001940,1518
E01001941,1745
E01001942,1821
E01001943,1959
E01001944,1739
E01001945,1647
E01001946,1564
E01001947,1472
E01001948,1939
E01001949,1509
E01001950,1505
E01001951,1623
E01001952,1643
E01001953,1279
E01001954,1488
E01001955,1961
E01001956,1534
E01001957,1574
E01001958,1604
E01001959,1663
E01001960,1987
E01001961,1500
E01032788,1177
E01032789,1489
E01032790,1362
E01001962,1804
E01001963,1818
E01001964,1662
E01001965,1705
E01001966,1463
E01001967,1571
E01001968,1743
E01001969,2019
E01001970,2177
E01001971,1992
E01001972,1786
E01001973,2469
E01001974,2310
E01001975,1984
E01001976,1697
E01001977,1618
E01001978,1956
E01001979,2497
E01001980,2042
E01001981,1845
E01001982,1871
E01001983,1658
E01001984,1757
E01001985,1722
E01001986,1611
E01001987,1835
E01001988,1757
E01001989,1747
E01001990,2202
E01001991,1675
E01001992,1768
E01001993,1622
E01001994,1728
E01001995,2479
E01001996,1710
E01001997,1548
E01001998,2226
E01001999,2193
E01002000,1763
E01002001,1749
E01002002,1761
E01002003,2425
E01002004,2032
E01002005,1536
E01002006,1562
E01002007,1550
E01002008,1402
E01002009,1576
E01002010,1608
E01002011,1591
E01002013,1435
E01002014,1686
E01002015,1516
E01002016,1906
E01002017,1935
E01002018,1445
E01002019,1479
E01002020,1579
E01002021,1451
E01002022,1850
E01002023,1437
E01002024,1406
E01002025,1607
E01002026,1779
E01002027,1592
E01002028,1865
E01002029,1937
E01002030,1787
E01002031,2116
E01002032,1923
E01002033,2030
E01002034,2109
E01002036,1743
E01002037,2155
E01002038,1940
E01002039,1529
E01002040,2202
E01002041,1969
E01002042,1582
E01002043,2199
E01002044,1795
E01002045,2313
E01002046,1948
E01002047,1801
E01002048,2158
E01002049,2001
E01002050,1965
E01002051,1802
E01002052,2186
E01002053,1853
E01002054,1839
E01002055,1822
E01002056,2405
E01002057,1807
E01002058,1774
E01002059,1699
E01002060,1837
E01002061,1722
E01002062,1945
E01002063,1599
E01002064,1450
E01002065,1702
E01002066,1848
E01002067,1733
E01002068,2160
E01002069,2254
E01002070,2182
E01002071,1626
E01002072,1923
E01002073,1798
E01002074,2324
E01002075,2214
E01002076,2103
E01002077,2319
E01002078,2327
E01002079,1859
E01002080,3070
E01002081,1941
E01002082,1249
E01002083,1581
E01002084,1661
E01002085,2221
E01002086,1600
E01002087,1707
E01002088,1989
E01002089,1522
E01002090,1641
E01002091,1872
E01002092,1590
E01002093,1924
E01002094,1610
E01002095,1644
E01002096,1661
E01002097,1752
E01002098,1439
E01002099,2229
E01002100,2029
E01002101,2128
E01002102,1938
E01002103,2054
E01002104,1658
E01002105,2291
E01032575,2007
E01033085,1933
E01033086,1206
E01002106,2021
E01002107,1810
E01002108,1820
E01002109,1750
E01002110,1755
E01002111,2271
E01002112,1985
E01002113,1569
E01002114,2004
E01002115,1487
E01002116,1679
E01002117,2647
E01002118,1861
E01002119,1899
E01002120,1387
E01002121,1827
E01002122,1811
E01002123,1754
E01002124,1875
E01002125,1871
E01002126,3020
E01002127,1698
E01002128,2090
E01002129,2259
E01002130,2379
E01002131,1628
E01002132,2256
E01002133,2141
E01002134,1369
E01002135,1837
E01002136,1791
E01002137,1799
E01002138,1548
E01002139,1423
E01002140,1829
E01002141,1767
E01002142,1788
E01002143,1749
E01002144,1528
E01002145,1627
E01002146,1479
E01002147,1353
E01002148,1453
E01002149,1364
E01002150,1962
E01002151,1541
E01002152,1673
E01002153,1837
E01002154,1987
E01002155,1732
E01002156,1500
E01002157,1746
E01002158,1427
E01002159,1863
E01002160,2413
E01002161,2080
E01002162,1886
E01002163,1574
E01002164,1753
E01002165,1824
E01002166,1648
E01002167,1668
E01002168,1563
E01002169,1665
E01002170,1351
E01002171,1784
E01002172,1635
E01002173,1734
E01002174,1640
E01002175,1400
E01002176,1701
E01002177,1414
E01002178,1652
E01002179,2488
E01002180,2310
E01002181,1953
E01002182,2052
E01002183,2163
E01002184,2020
E01002185,1596
E01002186,1761
E01002187,1998
E01002188,1641
E01002189,1813
E01002190,1607
E01002191,1993
E01002192,1596
E01002193,1892
E01002194,1729
E01002195,1645
E01002196,1670
E01002197,1455
E01002198,1843
E01002199,1544
E01002200,1780
E01002201,1711
E01002202,2282
E01002203,1812
E01002204,1825
E01002206,1331
E01002207,1710
E01002208,1302
E01002209,1721
E01002210,1629
E01002211,1450
E01002212,1758
E01002213,3288
E01002214,1847
E01002215,1593
E01002216,1719
E01002217,1758
E01002218,1770
E01002219,1792
E01002220,1601
E01002221,1642
E01002222,1625
E01002223,1743
E01002224,1577
E01002225,1737
E01002226,2257
E01002227,1844
E01002228,2440
E01002229,1896
E01002230,1822
E01002231,1919
E01002232,1975
E01002233,2196
E01002234,1705
E01002235,1913
E01002236,1835
E01002237,1727
E01002238,1885
E01002239,1727
E01002240,1779
E01002241,1707
E01002242,1866
E01032576,1642
E01002243,1980
E01002244,1817
E01002245,1662
E01002246,1808
E01002247,2073
E01002248,1524
E01002249,2709
E01002250,1796
E01002251,1429
E01002252,1575
E01002253,1582
E01002254,1561
E01002255,1566
E01002256,1540
E01002257,1764
E01002258,1717
E01002259,1472
E01002260,1724
E01002261,1692
E01002262,1764
E01002263,1655
E01002264,1555
E01002265,1389
E01002266,1453
E01002267,1582
E01002268,1467
E01002269,1805
E01002270,1726
E01002271,1524
E01002272,1230
E01002273,1342
E01002274,1650
E01002275,1351
E01002276,2078
E01002277,1535
E01002278,1640
E01002279,1656
E01002280,1622
E01002281,1926
E01002282,1761
E01002283,1593
E01002284,1970
E01002285,1231
E01002286,1628
E01002287,1536
E01002288,1638
E01002289,1671
E01002290,1518
E01002291,1704
E01002292,1579
E01002293,1919
E01002294,1448
E01002295,1801
E01002296,1748
E01002297,1534
E01002298,1609
E01002299,1925
E01002300,1795
E01002301,1588
E01002302,1645
E01002303,2118
E01002304,1486
E01002305,1535
E01002306,1623
E01002307,1753
E01002308,1749
E01002309,1730
E01002310,1744
E01002311,1790
E01002312,1431
E01002313,1964
E01002314,1755
E01002315,1709
E01002316,1791
E01002317,1599
E01002318,1667
E01002319,1707
E01002320,1495
E01002321,1779
E01002322,1999
E01002323,1663
E01002324,1497
E01002325,1838
E01002326,1593
E01002327,1456
E01002328,1711
E01002329,1678
E01002330,1888
E01002331,1583
E01002332,1653
E01002333,1328
E01002334,1722
E01002335,1528
E01002336,1542
E01002337,1303
E01002338,1392
E01002339,1626
E01002340,1406
E01002341,1299
E01002342,1611
E01002343,1750
E01002344,1708
E01002345,1775
E01002346,1539
E01002347,1587
E01002348,1538
E01002349,1484
E01002350,1619
E01002351,1686
E01002352,1822
E01002353,2117
E01002354,1380
E01002355,1487
E01002356,2558
E01002358,2109
E01002359,1312
E01002360,1494
E01002361,1800
E01002362,1517
E01002363,1635
E01002364,1467
E01002365,1377
E01002366,1460
E01002367,1634
E01002368,1789
E01002369,1944
E01002370,2142
E01002371,1681
E01002372,1728
E01002373,1629
E01002374,1629
E01002375,1740
E01002376,1437
E01002377,1739
E01002378,1681
E01002379,1493
E01002380,2406
E01002381,1711
E01002382,1834
E01002383,1685
E01002384,1580
E01002385,1634
E01002386,1974
E01002387,1602
E01002388,1654
E01002389,1466
E01002390,1404
E01002391,1680
E01032741,1306
E01032742,1429
E01002392,1919
E01002393,2222
E01002394,1692
E01002395,1370
E01002396,1825
E01002397,1955
E01002398,1843
E01002399,1560
E01002400,1825
E01002401,2044
E01002402,1597
E01002403,2287
E01002404,2009
E01002405,2029
E01002406,2434
E01002407,3180
E01002408,1540
E01002409,1988
E01002410,1762
E01002411,1907
E01002412,2362
E01002413,1580
E01002414,4597
E01002415,1679
E01002416,1749
E01002417,1670
E01002418,1804
E01002419,1596
E01002420,1658
E01002421,1723
E01002422,1525
E01002423,1668
E01002424,1712
E01002425,1875
E01002426,1795
E01002427,1615
E01002428,1511
E01002429,1446
E01002430,1443
E01002431,1381
E01002432,1557
E01002433,2463
E01002434,1371
E01002435,1545
E01002436,1670
E01002437,1414
E01002438,1340
E01002439,1585
E01002440,1522
E01002441,1515
E01002442,1551
E01002443,1834
E01002444,2089
E01002445,1817
E01002446,1823
E01002447,2020
E01002448,2260
E01002449,2019
E01002450,1437
E01002451,1553
E01002452,1539
E01002453,1730
E01002454,1870
E01002455,1813
E01002456,1727
E01002457,1663
E01002458,1434
E01002459,1670
E01002460,1320
E01002461,1449
E01002462,1443
E01002463,1608
E01002464,1597
E01002465,1579
E01002466,1685
E01002467,1542
E01002468,1763
E01002469,1754
E01002470,1887
E01002471,1651
E01002472,1714
E01002473,1519
E01002474,1639
E01002475,1429
E01002476,1486
E01002477,1317
E01002478,1633
E01002479,1694
E01002480,1750
E01002481,1674
E01002482,1610
E01002483,1813
E01002484,1360
E01002485,2058
E01002486,2378
E01002487,1989
E01002488,1792
E01002489,1996
E01002490,2328
E01002491,1701
E01002492,1783
E01002493,1986
E01002494,1754
E01002495,2278
E01002496,1858
E01002497,2011
E01002498,1376
E01002499,1834
E01002501,1703
E01002502,1668
E01002503,1785
E01002504,2605
E01002505,1865
E01002506,2177
E01002507,1986
E01002508,2067
E01002509,1386
E01002511,1558
E01002512,1981
E01002513,1345
E01002514,2037
E01002515,1977
E01002516,1533
E01002518,1396
E01002519,1469
E01002520,1704
E01002521,2007
E01002523,1740
E01002525,1673
E01002526,2282
E01002527,1590
E01002528,1800
E01002529,2342
E01002530,1742
E01002531,1664
E01002532,3529
E01002533,1419
E01002534,1408
E01002535,1959
E01002536,1469
E01002537,1909
E01002538,1584
E01002539,1643
E01002540,1780
E01002541,2067
E01002542,2142
E01002543,1929
E01002544,1901
E01002545,1580
E01002546,1721
E01002547,1754
E01002548,1704
E01002549,1842
E01002550,1844
E01002551,1955
E01002552,1661
E01002553,1679
E01002554,3189
E01032577,1778
E01033724,6606
E01033725,2676
E01002555,2060
E01002556,1714
E01002557,1820
E01002558,2237
E01002559,2469
E01002560,1717
E01002561,1411
E01002562,1381
E01002563,1559
E01002564,1836
E01002565,2951
E01002566,2416
E01002567,1645
E01002568,3297
E01002569,1866
E01002570,1685
E01002571,1360
E01002572,1575
E01002573,1593
E01002574,1604
E01002575,1679
E01002576,1709
E01002577,1599
E01002578,1508
E01002579,1740
E01002580,1385
E01002581,1868
E01002582,1694
E01002583,1756
E01002584,1881
E01002585,1825
E01002586,1784
E01002587,2089
E01002588,1839
E01002589,2301
E01002590,1983
E01002591,1772
E01002592,2103
E01002593,2103
E01002594,2035
E01002595,2062
E01002596,1886
E01002598,2033
E01002599,1588
E01002600,1527
E01002601,1693
E01002602,1415
E01002603,1910
E01002604,1695
E01002605,1989
E01002606,1653
E01002607,2044
E01002608,1796
E01002609,1794
E01002610,1671
E01002611,1808
E01002612,1860
E01002613,1816
E01002614,1973
E01002615,1575
E01002616,1490
E01002617,1591
E01002618,1726
E01002619,1969
E01002620,1934
E01002621,1840
E01002622,1831
E01002623,1716
E01002624,1725
E01002625,1680
E01002626,1634
E01002627,1792
E01002628,2055
E01002629,2204
E01002630,1877
E01002631,1553
E01002632,1778
E01002633,1759
E01002634,1706
E01002635,1732
E01002636,2065
E01002637,1682
E01002638,2000
E01002639,1844
E01002640,1930
E01002641,2117
E01002642,2620
E01002643,2417
E01002645,2300
E01002646,2232
E01002647,2242
E01002648,2935
E01002649,2114
E01002650,2394
E01002651,1864
E01002652,1781
E01002653,1872
E01002654,1836
E01002655,1890
E01002656,1295
E01002657,1861
E01002658,1315
E01002659,1472
E01002660,1838
E01002661,1966
E01002662,2396
E01002663,2171
E01002664,2763
E01002665,1665
E01002666,1516
E01002667,1660
E01002668,2000
E01002669,1734
E01002670,1983
E01002671,1676
E01002672,1637
E01002673,1622
E01002674,1889
E01002675,2551
E01002676,1720
E01002677,1656
E01002678,1901
E01002679,1787
E01002680,1937
E01002681,2058
E01002682,2492
E01002683,2678
E01002684,2421
E01002686,1672
E01002687,1744
E01002689,1628
E01002690,1438
E01002691,1664
E01002692,1913
E01002693,1800
E01032573,1625
E01033000,1687
E01033030,2016
E01033081,1396
E01033082,1218
E01033083,1971
E01033084,2193
E01002694,1650
E01002695,1726
E01002696,1995
E01002697,2174
E01002698,2474
E01002699,1629
E01002700,1605
E01002701,1805
E01002702,2182
E01002703,2521
E01002704,2446
E01002706,2222
E01002707,2139
E01002708,2251
E01002709,1720
E01002710,1745
E01002711,2356
E01002712,1572
E01002713,1709
E01002714,1805
E01002715,1674
E01002716,2472
E01002717,1305
E01002718,1835
E01002719,1662
E01002720,2445
E01002721,1922
E01002722,1458
E01002723,1737
E01002724,2323
E01002725,1599
E01002726,1887
E01002727,1698
E01002728,1527
E01002729,1731
E01002730,1970
E01002731,3033
E01002732,1908
E01002733,1566
E01002734,2388
E01002735,1850
E01002736,1618
E01002737,1977
E01002738,1904
E01002739,1841
E01002740,2286
E01002741,1725
E01002742,1695
E01002743,1870
E01002744,1629
E01002745,1648
E01002747,1773
E01002748,1592
E01002749,1623
E01002751,1978
E01002752,1781
E01002753,1432
E01002754,1614
E01002755,1418
E01002756,1412
E01002757,1514
E01002758,1763
E01002759,1611
E01002760,1668
E01002762,2176
E01002763,1559
E01002764,1869
E01002765,3479
E01002766,2420
E01002767,2082
E01002768,1746
E01002769,2251
E01002770,1620
E01002771,1511
E01002772,1883
E01002773,1417
E01002774,2201
E01002775,1529
E01002776,2028
E01002777,1703
E01002778,1911
E01002779,2017
E01002780,1778
E01002781,1512
E01002782,1665
E01002783,1703
E01002784,1849
E01002785,2023
E01002786,1972
E01002787,1235
E01002788,2008
E01002789,1978
E01002790,1504
E01002791,1980
E01002792,2100
E01002793,2000
E01002794,1960
E01002795,2183
E01002796,1177
E01002797,2084
E01002798,1972
E01002799,2043
E01002800,1369
E01002801,1715
E01002802,1379
E01002803,2426
E01002804,1840
E01002805,1719
E01002806,1632
E01002807,1873
E01002808,2031
E01002809,1666
E01002810,1717
E01002811,1568
E01033486,987
E01033487,1349
E01033488,1363
E01033489,1918
E01033490,1849
E01033491,2132
E01033492,1892
E01033493,1665
E01033494,1430
E01002812,1907
E01002813,1698
E01002814,1970
E01002815,1356
E01002816,1376
E01002817,1526
E01002818,1902
E01002819,1547
E01002820,1335
E01002821,1585
E01002822,1285
E01002823,1506
E01002824,1356
E01002825,1972
E01002826,1512
E01002827,1689
E01002828,1366
E01002829,1367
E01002830,1693
E01002831,1814
E01002832,1597
E01002833,1423
E01002834,1469
E01002835,1519
E01002836,1437
E01002837,1467
E01002838,1914
E01002839,1516
E01002840,1309
E01002841,1385
E01002842,1030
E01002843,1434
E01002844,1364
E01002845,1509
E01002846,1367
E01002847,1640
E01002848,1585
E01002849,1519
E01002850,1541
E01002851,1546
E01002852,1939
E01002853,940
E01002854,1104
E01002855,1620
E01002856,1678
E01002857,1335
E01002858,1447
E01002859,1670
E01002860,1508
E01002861,1341
E01002862,1467
E01002863,1473
E01002864,1448
E01002865,1448
E01002866,1727
E01002867,1929
E01002868,1561
E01002869,1448
E01002870,1461
E01002871,1611
E01002872,1426
E01002873,1290
E01002874,1314
E01002875,1324
E01002876,1705
E01002877,1675
E01002878,1569
E01002879,1384
E01002880,1513
E01002881,1257
E01002882,1293
E01002883,1715
E01002884,1374
E01002885,1394
E01002886,1390
E01002887,1364
E01002888,2199
E01002889,1183
E01002890,1776
E01002891,1416
E01002892,1776
E01002893,1803
E01002894,1680
E01002895,1358
E01002896,1821
E01002897,1432
E01002898,1705
E01002899,1573
E01002900,1554
E01002901,1345
E01002902,1756
E01002903,1642
E01002904,1336
E01002905,1542
E01002906,1789
E01002907,1220
E01002908,1371
E01002909,2097
E01002910,1473
E01002911,1716
E01002912,1822
E01002913,2121
E01002914,1608
E01002915,1355
E01002916,1513
E01002917,1473
E01002918,1768
E01002919,1880
E01002920,1650
E01002921,1692
E01002922,1583
E01002923,1719
E01002924,1553
E01002925,1622
E01002926,1539
E01002927,1599
E01002928,1795
E01002929,1608
E01002930,1832
E01002931,1993
E01002932,1899
E01002933,2048
E01002934,2092
E01002935,2053
E01002937,1829
E01002938,2032
E01002939,1656
E01002940,1643
E01002941,1588
E01002942,1420
E01002943,1439
E01002944,1429
E01002945,1578
E01002946,1502
E01002947,1639
E01002948,2217
E01002949,1853
E01002950,1704
E01002951,1696
E01002952,1557
E01002953,1486
E01002954,1360
E01002955,1447
E01002956,2051
E01002957,1937
E01002958,1812
E01002959,1441
E01002960,1699
E01002961,1632
E01002962,1817
E01002963,1791
E01002964,2915
E01002965,1937
E01002966,1950
E01002967,1946
E01002968,3086
E01002969,1763
E01002970,1551
E01002971,1872
E01002972,2085
E01002973,1417
E01002974,1884
E01002975,1465
E01002976,1719
E01002977,1729
E01002978,1804
E01002979,1541
E01002980,1491
E01002981,1587
E01002982,1395
E01002983,1688
E01002984,1425
E01002985,1751
E01002986,1335
E01002987,1858
E01002988,2960
E01002989,1971
E01002990,1757
E01002991,1638
E01002992,2672
E01002993,1707
E01002994,1570
E01002995,1598
E01002996,1611
E01002997,1574
E01002998,1647
E01002999,1452
E01003000,1587
E01003001,1894
E01003002,1904
E01003003,1731
E01003004,1566
E01003005,1612
E01003006,1478
E01003007,1568
E01003008,1435
E01003009,2152
E01003010,1459
E01003011,1837
E01033568,2787
E01033569,1727
E01003013,1671
E01003014,1656
E01003015,1700
E01003016,2628
E01003017,1928
E01003018,2224
E01003019,1990
E01003020,1692
E01003021,1787
E01003022,1769
E01003023,2654
E01003024,1714
E01003025,2198
E01003026,1545
E01003027,1336
E01003028,1581
E01003029,1800
E01003030,1924
E01003031,1651
E01003032,1685
E01003033,1563
E01003034,1793
E01003035,1612
E01003036,1706
E01003037,1393
E01003038,1728
E01003039,2306
E01003040,1333
E01003041,1563
E01003042,1129
E01003043,1678
E01003044,916
E01003045,1997
E01003046,1747
E01003047,1717
E01003048,1799
E01003049,1657
E01003050,1799
E01003051,1852
E01003052,1934
E01003053,1686
E01003054,1838
E01003055,1634
E01003056,1572
E01003057,1626
E01003058,1855
E01003059,1589
E01003060,1487
E01003061,1160
E01003062,1877
E01003063,1452
E01003064,1509
E01003065,1559
E01003066,1837
E01003067,1420
E01003068,1627
E01003069,1398
E01003070,1485
E01003071,2387
E01003072,1887
E01003073,1790
E01003074,2485
E01003075,1630
E01003076,2219
E01003077,1949
E01003078,1742
E01003079,1789
E01003080,1808
E01003081,1944
E01003082,1568
E01003083,1713
E01003084,1706
E01003085,1877
E01003086,1822
E01003087,1716
E01003088,1621
E01003089,1845
E01003090,2244
E01003091,1608
E01003092,1923
E01003093,2668
E01003094,1451
E01003095,1770
E01003096,2312
E01003097,1709
E01003098,1578
E01003099,1794
E01003100,2026
E01003101,1525
E01003102,1769
E01003104,1617
E01003105,1827
E01003106,2125
E01003107,1912
E01003108,1568
E01003109,2727
E01003110,2073
E01003111,1703
E01003112,1664
E01003113,2200
E01003114,2342
E01003115,1727
E01003116,1750
E01003117,2126
E01003118,1999
E01003119,2236
E01003120,2607
E01003121,1553
E01003122,2062
E01003123,1618
E01003124,1483
E01003125,1833
E01003126,1544
E01003127,1790
E01003128,1496
E01003129,1759
E01003130,1956
E01003131,1720
E01003132,1693
E01003133,1666
E01003134,1669
E01003135,1793
E01003136,1693
E01003137,1588
E01003138,1744
E01003139,1754
E01003140,1550
E01003141,1823
E01003142,1518
E01003143,1512
E01003144,1588
E01003145,1927
E01003146,1684
E01003147,2212
E01003148,2008
E01003149,1954
E01003150,1933
E01003151,2064
E01003152,2091
E01003153,2264
E01003154,1894
E01003155,2013
E01003156,1661
E01003157,1736
E01003158,1795
E01003159,1228
E01003160,1784
E01003161,1223
E01003162,2011
E01003163,1616
E01003164,2151
E01003165,1596
E01003166,2537
E01003167,1771
E01003168,1573
E01003169,2568
E01003170,1951
E01003171,1762
E01003172,2004
E01003173,1671
E01003174,1971
E01003175,1604
E01003176,2025
E01003177,1777
E01003178,1679
E01003179,1706
E01003180,1759
E01003181,1509
E01003182,2036
E01003183,1823
E01003184,1174
E01003185,1734
E01003186,2577
E01003187,1391
E01003188,1339
E01032582,2038
E01033207,1685
E01033208,2057
E01003189,1697
E01003190,2318
E01003191,1663
E01003192,1695
E01003193,1704
E01003194,1853
E01003195,1585
E01003196,1747
E01003197,1700
E01003198,1542
E01003199,1828
E01003200,1662
E01003201,1612
E01003202,1627
E01003203,1932
E01003204,1350
E01003205,1464
E01003206,1704
E01003207,1684
E01003209,2074
E01003210,1890
E01003211,1602
E01003212,2203
E01003213,1880
E01003214,1884
E01003215,2047
E01003216,1874
E01003217,1638
E01003218,1601
E01003219,1728
E01003220,1736
E01003221,2037
E01003222,1688
E01003223,1752
E01003224,1765
E01003225,1641
E01003226,1825
E01003227,1676
E01003228,1570
E01003229,1655
E01003230,2008
E01003231,1628
E01003232,1841
E01003233,1785
E01003235,1327
E01003236,1616
E01003237,1656
E01003238,1450
E01003239,1542
E01003240,1990
E01003241,1718
E01003243,1490
E01003244,1647
E01003245,1869
E01003246,1677
E01003247,2097
E01003248,1722
E01003249,2053
E01003250,2216
E01003251,2258
E01003252,1478
E01003253,1512
E01003254,1502
E01003255,2089
E01003256,2396
E01003257,1799
E01003258,1603
E01003259,1816
E01003260,1847
E01003261,1492
E01003262,1434
E01003263,1729
E01003264,1451
E01003265,1576
E01003266,1762
E01003267,1543
E01003268,1895
E01003269,1606
E01003270,1785
E01003271,1699
E01003272,1975
E01003273,2097
E01003274,1707
E01003275,1730
E01003276,1897
E01003277,1796
E01003278,1953
E01003279,1620
E01003280,1789
E01003281,1634
E01003282,2645
E01003283,2343
E01003284,1984
E01003285,1837
E01003286,1765
E01003287,2101
E01003288,2007
E01003290,1672
E01003291,1469
E01003292,1584
E01003293,1552
E01003295,1705
E01003296,3703
E01003297,1643
E01003298,1267
E01003299,1700
E01003300,1407
E01003301,2213
E01003302,1542
E01003303,1468
E01003304,2139
E01003305,1765
E01003307,1541
E01003308,1984
E01003309,1560
E01003310,1692
E01003311,1636
E01003312,1791
E01003313,1551
E01003314,1727
E01003315,1362
E01003316,1539
E01003317,1959
E01003318,1748
E01003319,1896
E01003320,1388
E01003321,2038
E01003322,1560
E01003323,1456
E01003324,1566
E01003325,1879
E01003326,1581
E01003327,1955
E01003328,1844
E01003329,1747
E01003330,1649
E01003331,1532
E01003332,1628
E01003333,1594
E01003334,1858
E01003335,1470
E01003336,1523
E01003337,1678
E01003338,2000
E01003339,1806
E01003340,1903
E01003341,1550
E01003342,1723
E01003343,1500
E01003344,1843
E01003345,2057
E01003346,1691
E01003347,1825
E01003348,1660
E01003349,1609
E01003350,1299
E01003351,1505
E01003352,2331
E01003353,1811
E01003354,1862
E01032564,1327
E01032565,1548
E01032579,1602
E01033320,1731
E01033322,1413
E01033324,1645
E01033325,1481
E01033327,1661
E01033341,1238
E01003355,1600
E01003356,1826
E01003357,1781
E01003358,1916
E01003359,1819
E01003360,1828
E01003361,1663
E01003362,1364
E01003363,1589
E01003364,1768
E01003365,1393
E01003366,1593
E01003367,2391
E01003368,1619
E01003369,1687
E01003370,2045
E01003371,1588
E01003372,1580
E01003373,1505
E01003374,1665
E01003375,1724
E01003376,1590
E01003377,1652
E01003378,2131
E01003379,1968
E01003380,1693
E01003381,1469
E01003382,1603
E01003383,1602
E01003384,1500
E01003385,1645
E01003386,2249
E01003387,1965
E01003388,1551
E01003389,1680
E01003390,1704
E01003391,1338
E01003392,1322
E01003393,1609
E01003394,1947
E01003395,1534
E01003396,1635
E01003397,1562
E01003398,1806
E01003399,1366
E01003400,1486
E01003401,1381
E01003402,1614
E01003403,1524
E01003404,1744
E01003405,2146
E01003406,1623
E01003407,1882
E01003408,1946
E01003409,1775
E01003410,1610
E01003411,1860
E01003412,1686
E01003413,2026
E01003414,1649
E01003415,1975
E01003416,1530
E01003417,1568
E01003418,1418
E01003419,1799
E01003420,1326
E01003421,1645
E01003422,1380
E01003423,1630
E01003424,1512
E01003425,1455
E01003426,1716
E01003427,1887
E01003428,1510
E01003429,1451
E01003430,1537
E01003431,1628
E01003432,1455
E01003433,1564
E01003434,1572
E01003435,1832
E01003436,1575
E01003437,1887
E01003438,1736
E01003439,1464
E01003440,1607
E01003441,1819
E01003442,1585
E01003443,1612
E01003444,1657
E01003445,1712
E01003446,1791
E01003447,1605
E01003448,2030
E01003449,1780
E01003450,1630
E01003451,1627
E01003452,2021
E01003453,1768
